太平山_(栃木県)	0.260278918942474	http://www.ohirasanjinja.rpr.jp/image/main03.jpg
近代化遺産	0.202128095041516	http://www.kitakata-kanko.jp/img/tour/sangyou/nobori.JPG
仙石原	0.20090939085402	http://aturyoku-kamayann.cocolog-nifty.com/blog/files/R0017064.JPG
下町	0.197863923672846	http://blog-imgs-13.fc2.com/t/o/m/tomozoaruku/20071008101602.jpg
所沢航空記念公園	0.197175673143514	http://1000enpark.com/park/saitama/tokorozawa/photo_kuukou/p_main.jpg
大涌谷	0.196297036646619	http://upload.wikimedia.org/wikipedia/commons/3/3b/Hakone_black_egg_dsc05310.jpg
山下公園	0.180778514049297	http://upload.wikimedia.org/wikipedia/ja/e/e9/%25E5%25B1%25B1%25E4%25B8%258B%25E5%2585%25AC%25E5%259C%2592%25E3%2583%25A2%25E3%2583%258B%25E3%2583%25A5%25E3%2583%25A1%25E3%2583%25B3%25E3%2583%2588.jpg
水郷佐原水生植物園	0.177218644267942	http://www.city.katori.lg.jp/suisei-syokubutsuen/img/data/access-001.jpg
勝浦海中公園	0.176664088308071	http://missaoyama2009.camcolle.jp/blog/media/227/20090915-1252979999.JPG
電気街	0.17608560892288	http://www.asahi-net.or.jp/~ia6t-tkhs/mc-sagase-akihabara.jpg
榛名山	0.175259987520977	http://www8.wind.ne.jp/yumeji/img/harunasanmappu2.jpg
万座温泉	0.173215821425726	http://img5.blogs.yahoo.co.jp/ybi/1/44/ff/greentrainandredcar/folder/1010715/img_1010715_14959342_1%3F1234098842
佐原の町並み	0.172654934814017	http://www.katorishi.com/img/machinami_top.jpg
西武ドーム	0.165754896326022	http://upload.wikimedia.org/wikipedia/commons/8/89/Seibu_Dome_September-10_2007-1.jpg
那須温泉郷	0.16299786122141	http://upload.wikimedia.org/wikipedia/ja/7/74/Nasuonsen_signboard.gif
箱根温泉	0.161814712603554	http://www.hakone-mikawaya.com/img/main.jpg
みどり市	0.160160744067499	http://upload.wikimedia.org/wikipedia/ja/archive/b/ba/20090602133656!%25E5%259F%25BA%25E7%25A4%258E%25E8%2587%25AA%25E6%25B2%25BB%25E4%25BD%2593%25E4%25BD%258D%25E7%25BD%25AE%25E5%259B%25B3_10212.svg
上野恩賜公園	0.158121340571561	http://www.kensetsu.metro.tokyo.jp/toubuk/ueno/img/a_ueno.jpg
